"시도교육청","시도교육청코드","교육지원청","교육지원청코드","지역","지역코드","소재지구분코드","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년","2학년","3학년","4학년","5학년","6학년","특수학급","순회학급","학급수계","학생수계","학급당학생수","유초등부-유-순회","유초등부-초-순회","유초등부-학급수계","유초등부-학생수계","유초등부-학급당학생수","중등부-2학년","중등부-3학년","중등부-순회","중등부-학급수계","중등부-학생수계","중등부-학급당학생수","고등부-1학년","고등부-2학년","고등부-3학년","고등부-순회","고등부-학급수계","고등부-학생수계","고등부-학급당학생수","전공과","학급수 총계","학생수 총계","학급당학생수","고등부-2학년","고등부-3학년","고등부-특수","고등부-순회","학교과정구분값(2-3-4)","학교과정구분명(초-중-고)","공시연도"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 서대문구","1141011800","01","S010001931","명지중학교","03","사립","N","","10","10","9","","","","0","0","29(0)","723(0)","24.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 은평구","1138010300","01","S010001932","불광중학교","03","공립","N","","6","8","8","","","","2","0","24(2)","578(13)","24.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 은평구","1138010900","01","S010001933","상신중학교","03","공립","N","","4","5","6","","","","1","0","16(1)","346(6)","21.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 서대문구","1141011700","01","S010001934","서연중학교","03","공립","N","","4","5","4","","","","1","0","14(1)","297(4)","21.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 마포구","1144010900","01","S010001935","서울여자중학교","03","공립","N","","8","8","7","","","","1","0","24(1)","626(4)","26.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 은평구","1138010400","01","S010001936","선일여자중학교","03","사립","N","","7","8","8","","","","0","0","23(0)","452(0)","19.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 은평구","1138010400","01","S010001937","선정중학교","03","사립","N","","9","9","9","","","","0","0","27(0)","614(0)","22.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 마포구","1144012500","01","S010001938","성사중학교","03","공립","N","","5","5","5","","","","2","0","17(2)","347(5)","20.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 마포구","1144012200","01","S010001939","성산중학교","03","공립","N","","6","8","8","","","","1","0","23(1)","544(4)","23.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 마포구","1144012500","01","S010001940","성서중학교","03","공립","N","","6","8","7","","","","1","0","22(1)","510(6)","23.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 마포구","1144010800","01","S010001941","숭문중학교","03","사립","N","","6","6","6","","","","0","0","18(0)","484(0)","26.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 은평구","1138010900","01","S010001942","숭실중학교","03","사립","N","","6","6","6","","","","0","0","18(0)","411(0)","22.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 마포구","1144011100","01","S010001943","신수중학교","03","공립","N","","6","6","7","","","","1","0","20(1)","508(4)","25.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 서대문구","1141011700","01","S010001944","신연중학교","03","공립","N","","4","6","6","","","","2","0","18(2)","381(8)","21.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 마포구","1144010100","01","S010001945","아현중학교","03","공립","N","","7","6","7","","","","2","0","22(2)","574(5)","26.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 서대문구","1141011700","01","S010001946","연북중학교","03","공립","N","","4","5","5","","","","1","0","15(1)","348(3)","23.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 은평구","1138011000","01","S010001947","연서중학교","03","공립","N","","4","6","5","","","","1","0","16(1)","335(7)","20.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 은평구","1138010300","01","S010001948","연신중학교","03","공립","N","","5","7","6","","","","1","0","19(1)","426(5)","22.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 은평구","1138010300","01","S010001949","연천중학교","03","공립","N","","5","6","4","","","","0","0","15(0)","344(0)","22.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 서대문구","1141012000","01","S010001950","연희중학교","03","공립","N","","9","10","10","","","","0","0","29(0)","732(0)","25.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 은평구","1138010700","01","S010001951","영락중학교","03","사립","N","","8","8","8","","","","0","0","24(0)","672(0)","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 은평구","1138010500","01","S010001952","예일여자중학교","03","사립","N","","8","8","8","","","","0","0","24(0)","675(0)","28.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 은평구","1138010500","01","S010001953","은평중학교","03","공립","N","","7","8","7","","","","2","0","24(2)","568(13)","23.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 서대문구","1141011300","01","S010001955","이화여자대학교사범대학부속이화?금란중학교","03","사립","N","","6","6","6","","","","0","0","18(0)","470(0)","26.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 서대문구","1141010100","01","S010001956","인창중학교","03","사립","N","","6","6","6","","","","0","0","18(0)","358(0)","19.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 서대문구","1141011800","01","S010001958","정원여자중학교","03","사립","N","","7","8","8","","","","0","0","23(0)","374(0)","16.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 마포구","1144012600","01","S010001959","중암중학교","03","공립","N","","10","13","9","","","","1","0","33(1)","843(7)","25.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 서대문구","1141011000","01","S010001960","중앙여자중학교","03","사립","N","","5","5","5","","","","0","0","15(0)","280(0)","18.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 은평구","1138011000","01","S010001961","증산중학교","03","공립","N","","5","4","4","","","","1","0","14(1)","255(6)","18.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 은평구","1138010700","01","S010001962","충암중학교","03","사립","N","","10","10","10","","","","0","0","30(0)","718(0)","23.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 서대문구","1141011000","01","S010001963","한성중학교","03","사립","N","","6","6","6","","","","0","0","18(0)","274(0)","15.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 서대문구","1141011800","01","S010001964","홍은중학교","03","공립","N","","5","5","4","","","","1","0","15(1)","335(3)","22.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시서부교육지원청","B100000326","서울특별시 마포구","1144012500","01","S010001965","홍익대학교사범대학부속여자중학교","03","사립","N","","5","5","5","","","","0","0","15(0)","382(0)","25.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 광진구","1121510700","01","S010002143","건국대학교사범대학부속중학교","03","사립","N","","8","8","8","","","","0","0","24(0)","611(0)","25.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 성동구","1120011500","01","S010002144","경수중학교","03","공립","N","","4","5","5","","","","2","0","16(2)","298(5)","18.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 광진구","1121510400","01","S010002145","광남중학교","03","공립","N","","13","13","13","","","","0","0","39(0)","1197(0)","30.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 광진구","1121510500","01","S010002146","광양중학교","03","공립","N","","6","7","7","","","","0","0","20(0)","474(0)","23.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 광진구","1121510400","01","S010002147","광장중학교","03","공립","N","","8","9","8","","","","0","0","25(0)","600(0)","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 광진구","1121510500","01","S010002148","광진중학교","03","공립","N","","5","5","5","","","","2","0","17(2)","369(5)","21.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 성동구","1120010800","01","S010002149","광희중학교","03","공립","N","","10","10","10","","","","2","0","32(2)","804(11)","25.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 광진구","1121510700","01","S010002150","구의중학교","03","공립","N","","6","6","6","","","","1","0","19(1)","433(6)","22.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 광진구","1121510100","01","S010002151","대원국제중학교","03","사립","N","","5","5","5","","","","0","0","15(0)","496(0)","33.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 성동구","1120010500","01","S010002152","동마중학교","03","공립","N","","6","6","6","","","","2","0","20(2)","450(10)","22.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 광진구","1121510300","01","S010002153","동국대학교사범대학부속여자중학교","03","사립","N","","6","7","7","","","","0","0","20(0)","503(0)","25.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 성동구","1120010700","01","S010002154","무학중학교","03","공립","N","","10","10","10","","","","0","0","30(0)","836(0)","27.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 성동구","1120011400","01","S010002155","성수중학교","03","공립","N","","4","4","4","","","","0","0","12(0)","226(0)","18.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 성동구","1120011500","01","S010002156","성원중학교","03","공립","N","","4","4","4","","","","1","0","13(1)","231(3)","17.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 광진구","1121510500","01","S010002157","신양중학교","03","공립","N","","4","5","5","","","","0","0","14(0)","314(0)","22.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 성동구","1120011300","01","S010002158","옥정중학교","03","공립","N","","8","9","8","","","","2","0","27(2)","637(5)","23.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 광진구","1121510100","01","S010002159","용곡중학교","03","공립","N","","9","10","9","","","","0","0","28(0)","660(0)","23.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 광진구","1121510500","01","S010002160","자양중학교","03","공립","N","","8","10","10","","","","2","0","30(2)","752(11)","25.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 성동구","1120010600","01","S010002161","한양대학교사범대학부속중학교","03","사립","N","","7","7","8","","","","0","0","22(0)","501(0)","22.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성동광진교육지원청","B100000337","서울특별시 성동구","1120010700","01","S010002162","행당중학교","03","공립","N","","4","5","4","","","","0","0","13(0)","267(0)","20.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 강북구","1130510300","01","S010002263","강북중학교","03","공립","N","","5","5","5","","","","2","0","17(2)","399(8)","23.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 성북구","1129013300","01","S010002264","고려대학교사범대학부속중학교","03","사립","N","","10","10","10","","","","0","0","30(0)","767(0)","25.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 성북구","1129010300","01","S010002265","고명중학교","03","사립","N","","5","5","5","","","","0","0","15(0)","414(0)","27.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 성북구","1129013800","01","S010002266","남대문중학교","03","사립","N","","8","8","8","","","","0","0","24(0)","448(0)","18.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 성북구","1129010100","01","S010002267","동구여자중학교","03","사립","N","","5","6","5","","","","0","0","16(0)","347(0)","21.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 강북구","1130510200","01","S010002268","번동중학교","03","공립","N","","6","7","7","","","","2","0","22(2)","510(3)","23.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 성북구","1129013300","01","S010002269","북악중학교","03","공립","N","","5","6","6","","","","1","0","18(1)","390(7)","21.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 성북구","1129010400","01","S010002270","삼선중학교","03","공립","N","","6","5","6","","","","2","0","19(2)","434(7)","22.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 강북구","1130510400","01","S010002271","서라벌중학교","03","사립","N","","5","5","5","","","","0","0","15(0)","360(0)","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 성북구","1129013900","01","S010002273","석관중학교","03","공립","N","","7","7","7","","","","2","0","23(2)","566(12)","24.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 성북구","1129010300","01","S010002274","성신여자중학교","03","사립","N","","8","8","8","","","","0","0","24(0)","617(0)","25.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 강북구","1130510100","01","S010002275","성암여자중학교","03","사립","N","","6","6","7","","","","0","0","19(0)","472(0)","24.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 강북구","1130510200","01","S010002276","수송중학교","03","공립","N","","5","5","5","","","","1","0","16(1)","351(2)","21.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 강북구","1130510300","01","S010002277","수유중학교","03","공립","N","","5","6","6","","","","1","0","18(1)","421(4)","23.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 강북구","1130510100","01","S010002278","신일중학교","03","사립","N","","4","4","4","","","","0","0","12(0)","330(0)","27.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 강북구","1130510100","01","S010002279","영훈국제중학교","03","사립","N","","5","5","5","","","","0","0","15(0)","494(0)","32.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 성북구","1129012200","01","S010002280","용문중학교","03","사립","N","","4","4","4","","","","0","0","12(0)","176(0)","14.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 성북구","1129013700","01","S010002281","월곡중학교","03","공립","N","","7","6","7","","","","1","0","21(1)","535(7)","25.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 강북구","1130510300","01","S010002282","인수중학교","03","공립","N","","6","6","6","","","","1","0","19(1)","454(4)","23.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 성북구","1129013800","01","S010002283","장위중학교","03","공립","N","","8","9","8","","","","0","0","25(0)","672(0)","26.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 성북구","1129013500","01","S010002284","종암중학교","03","공립","N","","7","8","7","","","","2","0","24(2)","548(9)","22.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 강북구","1130510100","01","S010002285","창문여자중학교","03","사립","N","","6","6","5","","","","1","0","18(1)","449(4)","24.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 성북구","1129011200","01","S010002286","한성여자중학교","03","사립","N","","6","6","6","","","","0","0","18(0)","425(0)","23.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 성북구","1129010100","01","S010002287","홍익대학교사범대학부속중학교","03","사립","N","","6","6","6","","","","0","0","18(0)","362(0)","20.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시성북강북교육지원청","B100000348","서울특별시 강북구","1130510300","01","S010002288","화계중학교","03","공립","N","","5","6","5","","","","2","0","18(2)","379(6)","21.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 종로구","1111016900","01","S010002336","경신중학교","03","사립","N","","4","4","4","","","","0","0","12(0)","261(0)","21.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 중구","1114016200","01","S010002337","금호여자중학교","03","공립","N","","4","6","5","","","","2","0","17(2)","332(6)","19.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 중구","1114016200","01","S010002338","대경중학교","03","사립","N","","5","5","5","","","","0","0","15(0)","239(0)","15.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 종로구","1111018100","01","S010002339","대신중학교","03","사립","N","","5","5","5","","","","0","0","15(0)","369(0)","24.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 종로구","1111014500","01","S010002340","덕성여자중학교","03","사립","N","","4","4","4","","","","0","0","12(0)","130(0)","10.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 중구","1114013400","01","S010002341","덕수중학교","03","공립","N","","4","4","5","","","","2","0","15(2)","252(10)","16.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 종로구","1111016900","01","S010002342","동성중학교","03","사립","N","","4","5","5","","","","0","0","14(0)","281(0)","20.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 용산구","1117010800","01","S010002343","배문중학교","03","사립","N","","4","5","5","","","","0","0","14(0)","240(0)","17.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 종로구","1111011300","01","S010002344","배화여자중학교","03","사립","N","","6","6","6","","","","0","0","18(0)","458(0)","25.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 용산구","1117010200","01","S010002345","보성여자중학교","03","사립","N","","5","5","4","","","","0","0","14(0)","276(0)","19.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 종로구","1111018500","01","S010002346","상명대학교사범대학부속여자중학교","03","사립","N","","4","4","4","","","","0","0","12(0)","279(0)","23.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 용산구","1117011100","01","S010002350","선린중학교","03","공립","N","","7","8","8","","","","2","0","25(2)","502(7)","20.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 용산구","1117011800","01","S010002351","성심여자중학교","03","사립","N","","4","4","4","","","","0","0","12(0)","266(0)","22.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시동작관악교육지원청","B100000304","서울특별시 동작구","1159010800","01","S010002352","숭의여자중학교","03","사립","N","","6","6","6","","","","0","0","18(0)","491(0)","27.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 용산구","1117011100","01","S010002353","신광여자중학교","03","사립","N","","5","5","5","","","","0","0","15(0)","303(0)","20.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 용산구","1117013600","01","S010002354","오산중학교","03","사립","N","","5","5","6","","","","0","0","16(0)","339(0)","21.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 용산구","1117012900","01","S010002355","용강중학교","03","공립","N","","10","10","10","","","","1","0","31(1)","867(2)","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 용산구","1117010200","01","S010002356","용산중학교","03","공립","N","","5","6","5","","","","2","0","18(2)","316(10)","17.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 중구","1114016200","01","S010002357","장원중학교","03","공립","N","","4","4","4","","","","0","0","12(0)","230(0)","19.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 중구","1114016200","01","S010002358","장충중학교","03","사립","N","","4","4","4","","","","0","0","12(0)","196(0)","16.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 종로구","1111014800","01","S010002359","중앙중학교","03","사립","N","","4","4","4","","","","0","0","12(0)","167(0)","13.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 중구","1114016700","01","S010002360","창덕여자중학교","03","공립","N","","4","4","4","","","","2","0","14(2)","219(6)","15.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 종로구","1111010100","01","S010002361","청운중학교","03","공립","N","","5","7","6","","","","1","0","19(1)","422(3)","22.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 용산구","1117013300","01","S010002362","한강중학교","03","공립","N","","5","5","4","","","","3","0","17(3)","326(9)","19.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 중구","1114016200","01","S010002363","한양중학교","03","사립","N","","4","4","4","","","","0","0","12(0)","179(0)","14.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
"서울특별시교육청","B100000001","서울특별시중부교육지원청","B100000359","서울특별시 중구","1114017400","01","S010002364","환일중학교","03","사립","N","","4","4","4","","","","0","0","12(0)","158(0)","13.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021"
