"시도교육청","시도교육청코드","교육지원청","교육지원청코드","지역","지역코드","소재지구분코드","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년","2학년","3학년","4학년","5학년","6학년","특수학급","순회학급","학급수계","학생수계","학급당학생수","유초등부-유-순회","유초등부-초-순회","유초등부-학급수계","유초등부-학생수계","유초등부-학급당학생수","중등부-2학년","중등부-3학년","중등부-순회","중등부-학급수계","중등부-학생수계","중등부-학급당학생수","고등부-1학년","고등부-2학년","고등부-3학년","고등부-순회","고등부-학급수계","고등부-학생수계","고등부-학급당학생수","전공과","학급수 총계","학생수 총계","학급당학생수","고등부-2학년","고등부-3학년","고등부-특수","고등부-순회","학교과정구분값(2-3-4)","학교과정구분명(초-중-고)","공시연도"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 서초구","1165011000","01","S010006411","서울나래학교","05","공립","N","","2","1","1","1","1","1","1","2","","","","3","5","16","63","3.9","2","2","2","8","27","3.4","1","2","2","3","8","22","2.8","2","34","120","3.5","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 강서구","1150010400","01","S010006412","서울서진학교","05","공립","N","","0","2","2","2","2","2","2","2","","","","2","2","16","88","5.5","2","2","1","7","37","5.3","2","2","2","0","6","32","5.3","4","33","182","5.5","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 도봉구","1132010800","01","S010006471","서울도솔학교","05","공립","N","","0","1","2","1","1","1","2","2","","","","0","0","8","40","5","2","3","0","7","30","4.3","2","1","2","0","5","25","5","4","24","109","4.5","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 노원구","1135010600","01","S010000693","청암예술학교","08","사립","N","","1","0","0","","","","0","0","1(0)","0(0)","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","B100000001","서울특별시교육청","B100000001","서울특별시 영등포구","1156013200","01","S010005076","한국제과학교","08","사립","N","","2","0","0","","","","0","0","2(0)","26(0)","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022"
"서울특별시교육청","A000000001","교육부","A000000001","서울특별시 서초구","1165010800","01","S000003511","서울교육대학교부설초등학교","02","국립","N","","4","4","4","5","5","5","1","0","28(1)","610(4)","21.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","A000000001","교육부","A000000001","서울특별시 종로구","1111016800","01","S000003563","서울대학교사범대학부설초등학교","02","국립","N","","5","5","5","5","5","5","1","0","31(1)","595(7)","19.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010300","01","S010000738","서울개일초등학교","02","공립","N","","5","5","5","6","6","6","0","0","33(0)","1067(0)","32.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010300","01","S010000739","서울개포초등학교","02","공립","N","","7","7","7","7","6","6","2","0","42(2)","649(3)","15.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010300","01","S010000741","서울구룡초등학교","02","공립","N","","5","5","5","5","6","6","2","0","34(2)","737(11)","21.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010800","01","S010000742","서울논현초등학교","02","공립","N","","2","2","2","2","3","2","2","0","15(2)","248(12)","16.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010600","01","S010000743","서울대곡초등학교","02","공립","N","","4","6","6","9","11","11","1","0","48(1)","1175(2)","24.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011800","01","S010000744","서울대도초등학교","02","공립","N","","7","8","9","11","14","13","0","0","62(0)","1985(0)","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011400","01","S010000745","서울대모초등학교","02","공립","N","","4","5","5","5","5","7","1","0","32(1)","849(2)","26.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011100","01","S010000746","서울대왕초등학교","02","공립","N","","4","4","4","4","4","6","2","0","28(2)","562(6)","20.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010300","01","S010000747","서울대진초등학교","02","공립","N","","2","2","2","3","3","3","2","0","17(2)","265(3)","15.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011400","01","S010000748","서울대청초등학교","02","공립","N","","2","2","2","2","1","2","2","0","13(2)","105(7)","8.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010600","01","S010000749","서울대치초등학교","02","공립","N","","6","5","6","9","10","12","0","0","48(0)","1461(0)","30.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010600","01","S010000750","서울대현초등학교","02","공립","N","","4","4","4","5","6","9","2","0","34(2)","842(6)","24.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010600","01","S010000751","서울도곡초등학교","02","공립","N","","5","5","5","6","7","8","2","0","38(2)","879(9)","23.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010100","01","S010000752","서울도성초등학교","02","공립","N","","7","7","9","10","11","13","1","0","58(1)","1805(3)","31.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010600","01","S010000753","서울반원초등학교","02","공립","N","","8","8","7","8","9","10","0","0","50(0)","1365(0)","27.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010100","01","S010000755","서울방배초등학교","02","공립","N","","5","5","5","5","7","6","2","0","35(2)","795(9)","22.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010100","01","S010000756","서울방일초등학교","02","공립","N","","6","7","6","6","6","6","1","0","38(1)","967(6)","25.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010100","01","S010000757","서울방현초등학교","02","공립","N","","2","2","2","2","2","3","0","0","13(0)","208(0)","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010500","01","S010000758","서울봉은초등학교","02","공립","N","","4","3","4","4","4","4","0","0","23(0)","458(0)","19.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010500","01","S010000759","서울삼릉초등학교","02","공립","N","","4","3","4","4","4","4","1","0","24(1)","536(1)","22.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010100","01","S010000760","서울서래초등학교","02","공립","N","","6","7","7","7","9","9","2","0","47(2)","1337(14)","28.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010700","01","S010000761","서울서원초등학교","02","공립","N","","8","9","8","9","9","8","2","0","53(2)","1513(12)","28.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010800","01","S010000762","서울서이초등학교","02","공립","N","","9","8","8","7","8","7","0","0","47(0)","1425(0)","30.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010800","01","S010000763","서울서일초등학교","02","공립","N","","3","4","4","4","4","4","1","0","24(1)","498(5)","20.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010800","01","S010000764","서울서초초등학교","02","공립","N","","5","6","6","6","6","7","1","0","37(1)","1027(5)","27.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011500","01","S010000765","서울수서초등학교","02","공립","N","","2","2","2","2","2","2","2","0","14(2)","142(7)","10.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010700","01","S010000766","서울신구초등학교","02","공립","N","","3","4","3","4","4","3","2","0","23(2)","466(10)","20.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010600","01","S010000767","서울신동초등학교","02","공립","N","","7","7","7","8","9","11","0","0","49(0)","1164(0)","23.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010800","01","S010000768","서울신중초등학교","02","공립","N","","5","6","6","6","7","6","1","0","37(1)","833(5)","22.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011000","01","S010000769","서울압구정초등학교","02","공립","N","","6","6","6","5","7","7","0","0","37(0)","862(0)","23.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010200","01","S010000770","서울양재초등학교","02","공립","N","","4","3","4","5","5","4","2","0","27(2)","533(9)","19.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010300","01","S010000771","서울양전초등학교","02","공립","N","","2","3","3","4","4","5","1","0","22(1)","402(7)","18.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010900","01","S010000772","서울언남초등학교","02","공립","N","","7","6","9","8","8","7","3","0","48(3)","1063(13)","22.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010400","01","S010000773","서울언북초등학교","02","공립","N","","8","9","9","10","12","11","2","0","61(2)","1659(10)","27.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011800","01","S010000774","서울언주초등학교","02","공립","N","","7","8","8","9","9","10","2","0","53(2)","1481(12)","27.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010100","01","S010000775","서울역삼초등학교","02","공립","N","","2","3","3","3","3","3","2","0","19(2)","326(9)","17.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011400","01","S010000776","서울영희초등학교","02","공립","N","","2","2","2","3","2","3","2","0","16(2)","306(13)","19.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011500","01","S010000777","서울왕북초등학교","02","공립","N","","5","6","5","6","6","5","2","0","35(2)","846(8)","24.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010300","01","S010000778","서울우암초등학교","02","공립","N","","3","2","2","2","2","2","2","0","15(2)","252(8)","16.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010800","01","S010000779","서울원명초등학교","02","공립","N","","7","6","7","8","8","7","0","0","43(0)","1175(0)","27.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010700","01","S010000780","서울원촌초등학교","02","공립","N","","7","7","6","6","8","8","2","0","44(2)","1058(10)","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010100","01","S010000781","서울이수초등학교","02","공립","N","","5","4","4","4","3","5","2","0","27(2)","565(10)","20.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011400","01","S010000782","서울일원초등학교","02","공립","N","","7","7","7","7","7","8","1","0","44(1)","1261(3)","28.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 서초구","1165010700","01","S010000783","서울잠원초등학교","02","공립","N","","9","10","11","10","12","12","0","0","64(0)","1627(0)","25.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168011000","01","S010000784","서울청담초등학교","02","공립","N","","4","4","3","4","3","4","0","0","22(0)","479(0)","21.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010300","01","S010000785","서울포이초등학교","02","공립","N","","4","4","4","4","4","4","1","0","25(1)","488(6)","19.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강남서초교육지원청","B100000249","서울특별시 강남구","1168010800","01","S010000786","서울학동초등학교","02","공립","N","","4","3","4","3","4","3","0","0","21(0)","477(0)","22.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010700","01","S010000897","서울가동초등학교","02","공립","N","","5","5","6","5","7","7","1","0","36(1)","795(1)","22.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010700","01","S010000898","서울가락초등학교","02","공립","N","","10","9","8","8","9","7","1","0","52(1)","1208(6)","23.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010800","01","S010000899","서울가원초등학교","02","공립","N","","6","4","5","5","4","5","0","0","29(0)","627(0)","21.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010700","01","S010000900","서울가주초등학교","02","공립","N","","7","6","6","5","7","6","0","0","37(0)","795(0)","21.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010200","01","S010000901","서울강덕초등학교","02","공립","N","","8","8","8","9","8","7","1","0","49(1)","1163(4)","23.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010900","01","S010000902","서울강동초등학교","02","공립","N","","5","4","4","4","4","5","2","0","28(2)","540(9)","19.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174011000","01","S010000903","서울강일초등학교","02","공립","N","","5","5","5","5","6","6","2","0","34(2)","690(3)","20.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171011200","01","S010000904","서울거여초등학교","02","공립","N","","6","5","5","5","5","5","2","0","33(2)","685(13)","20.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171011300","01","S010000905","서울거원초등학교","02","공립","N","","6","5","4","5","6","6","2","0","34(2)","636(10)","18.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010200","01","S010000906","서울고덕초등학교","02","공립","N","","6","4","4","3","3","3","2","0","25(2)","464(8)","18.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010100","01","S010000907","서울고명초등학교","02","공립","N","","7","6","6","5","5","5","0","0","34(0)","801(0)","23.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010300","01","S010000908","서울고일초등학교","02","공립","N","","12","12","13","10","10","10","1","0","68(1)","1846(5)","27.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010500","01","S010000909","서울길동초등학교","02","공립","N","","6","5","6","5","7","6","2","0","37(2)","762(12)","20.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171011400","01","S010000910","서울남천초등학교","02","공립","N","","3","2","3","3","3","3","2","0","19(2)","329(5)","17.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010100","01","S010000911","서울대명초등학교","02","공립","N","","6","5","5","6","6","7","1","0","36(1)","768(5)","21.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171011400","01","S010000913","서울마천초등학교","02","공립","N","","6","6","6","6","7","8","2","0","41(2)","807(11)","19.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010200","01","S010000914","서울명덕초등학교","02","공립","N","","9","9","10","9","10","10","1","0","58(1)","1802(8)","31.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010100","01","S010000915","서울명원초등학교","02","공립","N","","4","5","4","5","6","6","1","0","31(1)","749(7)","24.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010700","01","S010000916","서울명일초등학교","02","공립","N","","8","8","8","7","8","7","2","0","48(2)","1018(11)","21.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010200","01","S010000917","서울묘곡초등학교","02","공립","N","","8","9","11","10","12","12","1","0","63(1)","1452(2)","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010800","01","S010000918","서울문덕초등학교","02","공립","N","","5","5","4","5","4","4","1","0","28(1)","563(5)","20.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010800","01","S010000919","서울문정초등학교","02","공립","N","","6","5","4","5","6","6","2","0","34(2)","720(6)","21.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171011100","01","S010000920","서울방산초등학교","02","공립","N","","5","5","4","5","5","6","0","0","30(0)","651(0)","21.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171011100","01","S010000921","서울방이초등학교","02","공립","N","","5","5","4","3","4","4","2","0","27(2)","547(8)","20.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010600","01","S010000922","서울삼전초등학교","02","공립","N","","6","5","6","5","6","6","3","0","37(3)","696(16)","18.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010300","01","S010000923","서울상일초등학교","02","공립","N","","1","2","2","2","2","2","1","0","12(1)","168(2)","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010500","01","S010000924","서울석촌초등학교","02","공립","N","","6","5","5","5","6","6","3","0","36(3)","693(14)","19.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010600","01","S010000925","서울선린초등학교","02","공립","N","","4","4","4","3","4","3","1","0","23(1)","423(3)","18.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010700","01","S010000926","서울선사초등학교","02","공립","N","","5","4","4","5","6","6","0","0","30(0)","586(0)","19.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010800","01","S010000927","서울성내초등학교","02","공립","N","","7","7","6","6","6","6","2","0","40(2)","814(13)","20.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010800","01","S010000928","서울성일초등학교","02","공립","N","","9","8","8","8","8","8","2","0","51(2)","1049(6)","20.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171011100","01","S010000929","서울세륜초등학교","02","공립","N","","5","4","4","5","5","5","2","0","30(2)","603(13)","20.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010100","01","S010000930","서울송전초등학교","02","공립","N","","5","5","6","5","6","6","0","0","33(0)","783(0)","23.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010400","01","S010000931","서울송파초등학교","02","공립","N","","5","4","4","4","4","4","1","0","26(1)","548(2)","21.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010700","01","S010000932","서울신가초등학교","02","공립","N","","5","5","5","5","6","6","1","0","33(1)","668(7)","20.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010500","01","S010000933","서울신명초등학교","02","공립","N","","4","4","3","3","5","3","1","0","23(1)","419(1)","18.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 강동구","1174010700","01","S010000934","서울신암초등학교","02","공립","N","","7","6","5","5","6","5","2","0","36(2)","716(10)","19.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010100","01","S010000935","서울신천초등학교","02","공립","N","","4","4","3","4","3","5","2","0","25(2)","411(11)","16.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010100","01","S010000936","서울아주초등학교","02","공립","N","","4","3","3","3","3","4","0","0","20(0)","392(0)","19.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171011300","01","S010000937","서울영풍초등학교","02","공립","N","","5","5","5","4","6","6","2","0","33(2)","670(9)","20.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171011200","01","S010000938","서울오금초등학교","02","공립","N","","7","6","4","5","4","5","1","0","32(1)","660(4)","20.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171011100","01","S010000939","서울오륜초등학교","02","공립","N","","3","3","3","4","5","5","0","0","23(0)","501(0)","21.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010200","01","S010000941","서울잠동초등학교","02","공립","N","","6","6","5","6","5","6","0","0","34(0)","844(0)","24.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010100","01","S010000942","서울잠신초등학교","02","공립","N","","8","7","9","9","10","9","0","0","52(0)","1416(0)","27.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
"서울특별시교육청","B100000001","서울특별시강동송파교육지원청","B100000260","서울특별시 송파구","1171010200","01","S010000943","서울잠실초등학교","02","공립","N","","7","7","7","6","7","7","1","0","42(1)","1013(9)","24.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023"
